AmplitudeBandWidth;AmplitudeMean;NumberOverload;NumberUnderloads;StabilizationTime
0.664;0.33;0;0;4135
1.632;0.65;0;0;4696
0.485;0.296;0;0;3245
0.187;0.124;0;0;3152
4.714;2.164;0;0;4930
0.599;0.226;0;0;4743
0.372;0.224;0;0;4587
0.422;0.232;0;0;3308
1.126;0.54;0;0;4665
0.441;0.268;0;0;4634
5.558;2.462;0;0;4899
0.367;0.226;0;0;3167
0.322;0.144;0;0;4618
0.506;0.304;0;0;4587
0.527;0.322;0;0;3261
0.527;0.322;0;0;4899
0.548;0.234;0;0;4899
0.621;0.258;0;0;4119
0.603;0.344;0;0;3261
0.542;0.226;0;0;4634
0.433;0.256;0;0;3121
4.975;2.134;0;0;4088
0.836;0.5;0;0;4634
0.103;0.066;0;0;4634
0.568;0.3;0;0;3245
0.328;0.138;0;0;4852
1.667;0.82;0;0;4696
0.36;0.218;0;0;4634
0.406;0.242;0;0;3152
0.319;0.132;0;0;4696
0.483;0.292;0;0;4743
0.417;0.232;0;0;4103
0.541;0.332;0;0;3167
0.221;0.098;0;0;4712
0.287;0.18;0;0;4665
0.48;0.286;0;0;4899
0.297;0.184;0;0;3292
0.612;0.364;0;0;4665
1.777;0.748;0;0;4759
0.307;0.18;0;0;4634
0.482;0.29;0;0;4930
0.287;0.164;0;0;4883
0.369;0.222;0;0;4915
0.368;0.18;0;0;4915
1.058;0.4;0;0;4993
0.283;0.168;0;0;4915
0.36;0.22;0;0;3245
0.301;0.132;0;0;4103
0.217;0.144;0;0;4681
0.831;0.354;0;0;4899
1.103;0.398;0;0;3277
0.292;0.134;0;0;4915
0.349;0.198;0;0;3230
0.539;0.54;0;0;3011
1.565;0.85;0;0;4665
0.562;0.312;0;0;4899
1.644;0.722;0;0;4665
0.423;0.264;0;0;4603
0.398;0.242;0;0;4727
0.476;0.278;0;0;4634
1.448;0.578;0;0;4915
0.295;0.184;0;0;3245
0.166;0.092;0;0;4946
0.592;0.25;0;0;4088
0.453;0.264;0;0;4977
0.399;0.19;0;0;4712
0.354;0.22;0;0;4915
0.707;0.342;0;0;4103
0.227;0.16;0;0;6459
0.538;0.222;0;0;4915
0.296;0.174;0;0;4899
0.332;0.196;0;0;3277
0.953;0.42;0;0;4727
0.436;0.264;0;0;4665
0.351;0.188;0;0;4899
0.305;0.16;0;0;3261
5.111;2.054;0;0;4868
1.283;0.468;0;0;4790
0.377;0.224;0;0;4899
0.576;0.242;0;0;4977
0.261;0.164;0;0;5024
0.473;0.2;0;0;3167
0.153;0.098;0;0;4961
1.619;0.812;0;0;4759
0.36;0.162;0;0;3245
0.403;0.166;0;0;4899
1.436;0.704;0;0;4915
0.419;0.172;0;0;3245
0.458;0.272;0;0;4649
0.4;0.246;0;0;3355
0.249;0.11;0;0;4618
0.478;0.288;0;0;4681
0.535;0.312;0;0;4696
0.473;0.286;0;0;4868
0.186;0.122;0;0;4696
0.436;0.26;0;0;5024
0.234;0.14;0;0;4712
0.514;0.302;0;0;4634
0.462;0.278;0;0;3261
0.237;0.336;0;0;3011
5.03;2.282;0;0;4649
0.467;0.284;0;0;4571
0.439;0.256;0;0;3261
0.359;0.152;0;0;4899
0.205;0.134;0;0;3167
0.234;0.112;0;0;4883
0.383;0.236;0;0;4915
0.474;0.204;0;0;4665
0.426;0.268;0;0;4743
0.343;0.21;0;0;4119
1.758;0.698;0;0;4743
0.399;0.184;0;0;4883
0.265;0.168;0;0;4119
0.241;0.166;0;0;6256
0.572;0.236;0;0;3245
0.249;0.124;0;0;4852
0.26;0.158;0;0;4603
0.541;0.33;0;0;4915
0.221;0.14;0;0;4649
0.45;0.27;0;0;4837
0.394;0.238;0;0;4681
0.462;0.278;0;0;4696
0.449;0.27;0;0;4634
0.432;0.268;0;0;4618
0.452;0.272;0;0;4712
0.487;0.214;0;0;4696
0.42;0.258;0;0;4088
0.714;0.414;0;0;4681
0.468;0.276;0;0;4696
0.432;0.26;0;0;4088
0.529;0.314;0;0;4681
0.408;0.24;0;0;4852
0.386;0.22;0;0;4649
0.526;0.306;0;0;4088
1.711;0.68;0;0;4618
0.494;0.276;0;0;3261
0.224;0.1;0;0;4618
1.269;0.466;0;0;4103
0.53;0.294;0;0;3167
0.323;0.142;0;0;4649
0.455;0.278;0;0;4681
0.403;0.246;0;0;4899
0.296;0.178;0;0;4727
0.176;0.132;0;0;3199
0.222;0.14;0;0;4571
0.534;0.324;0;0;3214
0.548;0.24;0;0;4915
0.405;0.166;0;0;4868
0.343;0.172;0;0;4696
0.605;0.306;0;0;4790
0.4;0.25;0;0;3261
0.181;0.086;0;0;4649
0.515;0.238;0;0;3199
0.152;0.096;0;0;4603
1.625;0.698;0;0;3261
0.198;0.09;0;0;4712
0.47;0.274;0;0;4634
1.608;0.71;0;0;4852
0.278;0.17;0;0;4618
0.401;0.246;0;0;4915
0.296;0.188;0;0;4088
0.922;0.384;0;0;4759
0.286;0.178;0;0;4743
0.506;0.214;0;0;4103
0.432;0.258;0;0;3183
4.897;2.172;0;0;4649
0.516;0.31;0;0;4727
0.467;0.272;0;0;4103
0.551;0.326;0;0;4915
0.289;0.17;0;0;4696
0.499;0.302;0;0;4883
0.323;0.19;0;0;4696
0.439;0.264;0;0;4665
0.415;0.246;0;0;4571
0.622;0.334;0;0;4883
0.329;0.196;0;0;4587
0.512;0.304;0;0;4727
0.384;0.234;0;0;4103
0.619;0.378;0;0;4634
0.518;0.304;0;0;4712
0.587;0.248;0;0;4961
0.524;0.212;0;0;4868
1.702;0.824;0;0;4837
1.621;0.766;0;0;4915
0.331;0.176;0;0;4618
0.501;0.274;0;0;4587
0.445;0.276;0;0;4681
0.422;0.256;0;0;4993
0.222;0.136;0;0;4899
0.428;0.224;0;0;4696
0.262;0.146;0;0;4618
0.552;0.338;0;0;4603
0.517;0.306;0;0;3245
0.176;0.114;0;0;4915
0.309;0.188;0;0;4930
1.42;0.626;0;0;4525
0.497;0.288;0;0;4634
0.395;0.24;0;0;4587
0.503;0.308;0;0;4852
0.351;0.21;0;0;4556
0.324;0.204;0;0;3199
0.149;0.094;0;0;4587
5.043;2.296;0;0;4681
5.043;2.296;0;0;4696
0.517;0.29;0;0;4696
0.358;0.212;0;0;4618
1.502;0.564;0;0;4696
0.461;0.274;0;0;4649
0.336;0.194;0;0;4759
1.587;0.68;0;0;4618
0.234;0.15;0;0;4665
0.421;0.258;0;0;3261
0.157;0.104;0;0;4587
0.342;0.158;0;0;4634
5.537;2.428;0;0;4915
0.471;0.284;0;0;4634
1.304;0.484;0;0;4837
1.441;0.776;0;0;4868
0.245;0.16;0;0;4743
0.455;0.266;0;0;4634
0.547;0.328;0;0;4587
0.44;0.268;0;0;4681
0.466;0.27;0;0;4618
0.45;0.266;0;0;4696
0.644;0.312;0;0;4727
0.539;0.214;0;0;4603
0.514;0.31;0;0;4868
0.176;0.106;0;0;4727
0.355;0.208;0;0;4712
0.244;0.152;0;0;4665
0.413;0.244;0;0;4634
0.386;0.238;0;0;3214
0.224;0.096;0;0;4681
0.543;0.29;0;0;4634
0.242;0.158;0;0;4587
0.831;0.33;0;0;3199
0.555;0.25;0;0;4883
0.603;0.25;0;0;4743
0.405;0.244;0;0;4634
0.437;0.262;0;0;4634
0.457;0.276;0;0;4634
0.588;0.288;0;0;4587
0.813;0.342;0;0;4119
0.139;0.1;0;0;6646
1.308;0.498;0;0;4681
0.485;0.288;0;0;4634
0.429;0.26;0;0;4759
0.325;0.188;0;0;4915
